,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
7843,2.0,0 days 00:00:28,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0121,0.021,0.0,Dec,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
7844,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.12,0.133,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7845,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0096,0.038,0.0,Nov,iOS,Safari,South America,Google search,Returning_Visitor,True,False
7846,0.0,0 days 00:00:00,1,0 days 00:00:57.400000,34.0,0 days 00:00:57.400000,0.0244,0.045,0.0,Nov,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
7847,4.0,0 days 00:00:56,0,0 days 00:00:00,3.0,0 days 00:00:00,0.1,0.125,0.0,May,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
7848,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.1,0.0,May,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
7849,11.0,0 days 00:12:32.533333300,5,0 days 00:07:53,186.0,0 days 00:07:53,0.0041,0.016,10.7,May,Windows,Internet Explorer,Western Europe,Google search,Returning_Visitor,False,False
7850,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,MACOS,Safari,Western Europe,Yandex search,Returning_Visitor,True,False
7851,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Jul,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
7852,3.0,0 days 00:01:33,0,0 days 00:00:00,25.0,0 days 00:00:00,0.0,0.011,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
7853,4.0,0 days 00:01:16.400000,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.013,45.3,Nov,Windows,Microsoft Edge,Western Europe,Google search,New_Visitor,False,False
7854,9.0,0 days 00:01:48.733333300,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0,0.027,0.0,Aug,iOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
7855,6.0,0 days 00:01:11.500000,0,0 days 00:00:00,21.0,0 days 00:00:00,0.017,0.029,9.4,Nov,iOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,True
7856,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.025,0.0,Feb,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7857,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
7858,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Sep,Android,Google Chrome,Africa,Bing search,Returning_Visitor,False,False
7859,1.0,0 days 00:02:19,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.04,0.0,May,MACOS,Safari,North America,Bing search,New_Visitor,False,False
7860,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.067,0.0,May,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
7861,0.0,0 days 00:00:00,0,0 days 00:00:00,130.0,0 days 00:00:00,0.0034,0.009,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
7862,3.0,0 days 00:01:27.666166670,0,0 days 00:00:00,102.0,0 days 00:00:00,0.0023,0.012,1.1,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
7863,0.0,0 days 00:00:00,0,0 days 00:00:00,40.0,0 days 00:00:00,0.017,0.079,0.0,Oct,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
7864,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0232,0.035,0.0,Nov,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
7865,5.0,0 days 00:03:25.625000,0,0 days 00:00:00,15.0,0 days 00:00:00,0.009,0.037,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
7866,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0333,0.08,0.0,Nov,iOS,Safari,Asia,Youtube channel,Returning_Visitor,True,True
7867,7.0,0 days 00:02:14.500000,0,0 days 00:00:00,88.0,0 days 00:00:00,0.0268,0.049,0.0,Nov,Windows,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
7868,6.0,0 days 00:05:18.200000,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.033,0.0,Jul,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,True
7869,8.0,0 days 00:00:06,0,0 days 00:00:00,152.0,0 days 00:00:00,0.0032,0.02,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
7870,8.0,0 days 00:10:37.066666699,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.042,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
7871,0.0,0 days 00:00:00,0,0 days 00:00:00,62.0,0 days 00:00:00,0.0,0.014,5.7,Sep,iOS,Internet Explorer,North America,Google search,Returning_Visitor,False,False
7872,2.0,0 days 00:03:26.133333299,2,0 days 00:01:18.100000,49.0,0 days 00:01:18.100000,0.0177,0.022,16.1,Aug,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
7873,0.0,0 days 00:00:00,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0,0.014,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7874,3.0,0 days 00:00:39,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.015,0.0,May,Windows,Google Chrome,North America,Google search,New_Visitor,True,False
7875,1.0,0 days 00:00:37.500000,0,0 days 00:00:00,81.0,0 days 00:00:00,0.0172,0.035,5.8,Nov,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
7876,3.0,0 days 00:01:26.833333330,1,0 days 00:00:00,12.0,0 days 00:00:00,0.0,0.011,0.0,Nov,Windows,Microsoft Edge,Asia,Google search,Returning_Visitor,True,False
7877,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Nov,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
7878,0.0,0 days 00:00:00,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0102,0.045,4.0,Oct,MACOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
7879,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.025,0.0,Mar,MACOS,Safari,North America,Google search,New_Visitor,False,False
7880,7.0,0 days 00:01:05.750000,0,0 days 00:00:00,134.0,0 days 00:00:00,0.0038,0.018,0.0,Nov,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,True,False
7881,12.0,0 days 00:07:24.557811100,1,0 days 00:04:47,58.0,0 days 00:04:47,0.0034,0.019,40.6,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
7882,11.0,0 days 00:31:16.403333,2,0 days 00:00:59.325000,45.0,0 days 00:00:59.325000,0.0095,0.037,0.0,Aug,MACOS,Safari,South America,Facebook ads,Returning_Visitor,False,False
7883,7.0,0 days 00:05:32.675000,3,0 days 00:02:05.250000,166.0,0 days 00:02:05.250000,0.0054,0.019,10.1,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
7884,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.04,0.0,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
7885,0.0,0 days 00:00:06,0,0 days 00:00:00,18.0,0 days 00:00:00,0.1121,0.123,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
7886,2.0,0 days 00:01:21.875000,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.015,0.0,Dec,Windows,Opera,North America,Instagram ads,Returning_Visitor,False,False
7887,1.0,0 days 00:00:28.200000,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0127,0.017,3.3,Nov,MACOS,Google Chrome,North America,Google search,Returning_Visitor,True,True
7888,0.0,0 days 00:00:00,0,0 days 00:00:00,21.0,0 days 00:00:00,0.01,0.06,0.0,May,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
7889,1.0,0 days 00:00:29,0,0 days 00:00:00,50.0,0 days 00:00:00,0.0,0.038,14.8,Mar,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,True
7890,0.0,0 days 00:00:00,1,0 days 00:00:06,54.0,0 days 00:00:06,0.0,0.022,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
7891,0.0,0 days 00:00:00,2,0 days 00:00:32,5.0,0 days 00:00:32,0.0,0.04,0.0,Mar,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
7892,5.0,0 days 00:03:18.733333300,0,0 days 00:00:00,67.0,0 days 00:00:00,0.0028,0.031,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
7893,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.067,0.0,Dec,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
7894,9.0,0 days 00:06:15.800000,0,0 days 00:00:00,34.0,0 days 00:00:00,0.0,0.013,0.0,Jul,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
7895,0.0,0 days 00:00:00,0,0 days 00:00:00,21.0,0 days 00:00:00,0.0118,0.029,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7896,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.1,0.167,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
7897,5.0,0 days 00:03:42.766666700,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.02,0.0,Nov,Android,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,False,False
7898,1.0,0 days 00:00:03,1,0 days 00:03:49,148.0,0 days 00:03:49,0.0042,0.013,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
7899,7.0,0 days 00:03:23,1,0 days 00:00:10,5.0,0 days 00:00:10,0.0,0.02,0.0,Mar,MACOS,Safari,Western Europe,Affiliate marketing,New_Visitor,True,False
7900,2.0,0 days 00:01:47.900000,0,0 days 00:00:00,45.0,0 days 00:00:00,0.0105,0.044,0.0,June,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
7901,0.0,0 days 00:00:06,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0229,0.033,0.0,Dec,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
7902,0.0,0 days 00:01:24.200000,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0,0.007,0.0,June,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
7903,0.0,0 days 00:00:00,0,0 days 00:00:00,53.0,0 days 00:00:00,0.0004,0.001,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
7904,2.0,0 days 00:02:14.800000,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0,0.008,0.0,Sep,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
7905,1.0,0 days 00:00:00,5,0 days 00:04:10,71.0,0 days 00:04:10,0.0038,0.013,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
7906,4.0,0 days 00:02:13,2,0 days 00:00:30,7.0,0 days 00:00:30,0.0826,0.042,0.0,Nov,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
7907,4.0,0 days 00:00:55.380000,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.0,0.0,Aug,iOS,Safari,North America,Instagram Page,New_Visitor,False,False
7908,9.0,0 days 00:08:24.012212800,0,0 days 00:00:00,142.0,0 days 00:00:00,0.003,0.013,22.2,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
7909,0.0,0 days 00:00:00,1,0 days 00:00:14,39.0,0 days 00:00:14,0.0,0.006,0.0,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
7910,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0151,0.067,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
7911,1.0,0 days 00:00:02,2,0 days 00:02:18.500000,21.0,0 days 00:02:18.500000,0.0,0.007,0.0,May,Windows,Google Chrome,North America,Bing search,New_Visitor,True,False
7912,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0231,0.04,0.0,June,MACOS,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
7913,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Dec,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
7914,0.0,0 days 00:00:00,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0306,0.038,0.0,Nov,Android,Android,Eastern Europe,Twitter,Returning_Visitor,False,False
7915,0.0,0 days 00:00:06,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0154,0.024,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
7916,2.0,0 days 00:00:26.166666670,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.014,0.0,Sep,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7917,0.0,0 days 00:05:24.929005900,4,0 days 00:01:41.500000,48.0,0 days 00:01:41.500000,0.0,0.01,27.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7918,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.08,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
7919,6.0,0 days 00:04:24.866666700,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.022,0.0,Nov,Windows,Google Chrome,Northern Africa,Facebook ads,New_Visitor,False,False
7920,3.0,0 days 00:01:13.250000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0067,0.036,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
7921,0.0,0 days 00:00:00,1,0 days 00:00:00,7.0,0 days 00:00:00,0.04,0.06,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
7922,1.0,0 days 00:01:45.400000,0,0 days 00:00:00,16.0,0 days 00:00:00,0.04,0.044,0.0,Oct,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,False,False
7923,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.033,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7924,1.0,0 days 00:00:34.750000,1,0 days 00:00:00,104.0,0 days 00:00:00,0.0034,0.023,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
7925,1.0,0 days 00:00:37.500000,2,0 days 00:02:06,21.0,0 days 00:02:06,0.0163,0.039,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7926,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.008,11.7,Oct,Windows,Google Chrome,North America,Google search,New_Visitor,True,True
7927,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.033,0.0,Aug,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
7928,0.0,0 days 00:00:00,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0,0.015,53.0,Aug,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
7929,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
7930,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0133,0.031,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
7931,6.0,0 days 00:00:55.350000,1,0 days 00:03:37,23.0,0 days 00:03:37,0.0,0.038,17.3,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
7932,11.0,0 days 00:19:04.416667,4,0 days 00:02:12,125.0,0 days 00:02:12,0.0078,0.017,2.5,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
7933,2.0,0 days 00:02:50.500000,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0,0.004,0.0,May,Android,Google Chrome,North America,Instagram ads,New_Visitor,False,False
7934,5.0,0 days 00:00:55.500000,0,0 days 00:00:00,40.0,0 days 00:00:00,0.0077,0.017,20.7,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
7935,3.0,0 days 00:00:46.500000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.002,0.0,Nov,Windows,Opera,Asia,Google search,New_Visitor,False,False
7936,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7937,1.0,0 days 00:02:07.500000,2,0 days 00:00:35,132.0,0 days 00:00:35,0.0022,0.013,18.3,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
7938,2.0,0 days 00:00:37.400000,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.025,0.0,Oct,iOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
7939,2.0,0 days 00:00:58.666666670,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0222,0.054,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
7940,3.0,0 days 00:04:02.166666700,1,0 days 00:00:11,23.0,0 days 00:00:11,0.0182,0.035,0.0,Dec,Android,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
7941,8.0,0 days 00:03:07.500000,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0041,0.019,0.0,Dec,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,True,False
7942,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.05,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
7943,5.0,0 days 00:03:33.050000,5,0 days 00:02:05,16.0,0 days 00:02:05,0.0215,0.039,0.0,May,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,False,False
7944,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.05,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
7945,2.0,0 days 00:00:39.750000,0,0 days 00:00:00,24.0,0 days 00:00:00,0.009,0.017,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
7946,0.0,0 days 00:00:00,0,0 days 00:00:00,57.0,0 days 00:00:00,0.0,0.014,0.0,Oct,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
7947,9.0,0 days 00:02:30.492259100,0,0 days 00:00:00,198.0,0 days 00:00:00,0.0109,0.027,2.4,Aug,Windows,Mozilla Firefox,South America,Facebook ads,Returning_Visitor,True,False
7948,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7949,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
7950,1.0,0 days 00:00:06,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0,0.006,0.0,Mar,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
7951,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Dec,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,False
7952,0.0,0 days 00:02:15.750000,1,0 days 00:00:00,52.0,0 days 00:00:00,0.0,0.002,0.0,Nov,Windows,QQ,Oceania,Google search,Returning_Visitor,True,False
7953,3.0,0 days 00:00:26,3,0 days 00:01:02.400000,31.0,0 days 00:01:02.400000,0.0322,0.059,18.7,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
7954,2.0,0 days 00:01:10.250000,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0174,0.021,0.0,Nov,MACOS,Samsung Internet,Western Europe,Google search,Returning_Visitor,False,False
7955,5.0,0 days 00:02:45,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0,0.022,9.4,Mar,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
7956,2.0,0 days 00:00:06,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0086,0.035,0.0,Sep,Windows,Google Chrome,Oceania,Twitter,Returning_Visitor,True,False
7957,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Android,Google Chrome,North America,Instagram ads,New_Visitor,False,False
7958,1.0,0 days 00:01:01.400000,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.067,0.0,Sep,MACOS,Safari,North America,Instagram Page,New_Visitor,False,True
7959,2.0,0 days 00:00:44.500000,0,0 days 00:00:00,10.0,0 days 00:00:00,0.024,0.046,0.0,Mar,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
7960,3.0,0 days 00:26:49.650000,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.007,0.0,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
7961,5.0,0 days 00:00:48.250000,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0158,0.029,0.0,Dec,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
7962,2.0,0 days 00:00:18,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.001,0.0,May,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
7963,0.0,0 days 00:00:00,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0154,0.031,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,True,False
7964,13.0,0 days 00:00:06,2,0 days 00:02:24,50.0,0 days 00:02:24,0.004,0.027,1.2,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
7965,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,May,MACOS,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
7966,4.0,0 days 00:00:50.500000,1,0 days 00:00:00,12.0,0 days 00:00:00,0.04,0.078,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7967,2.0,0 days 00:00:31.750000,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0398,0.058,0.0,Nov,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,False,False
7968,4.0,0 days 00:00:06,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.005,0.0,Nov,Windows,Google Chrome,North America,Affiliate marketing,New_Visitor,False,False
7969,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.027,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
7970,2.0,0 days 00:00:04.333333330,1,0 days 00:00:18,84.0,0 days 00:00:18,0.0043,0.017,0.0,Nov,iOS,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,False,True
7971,1.0,0 days 00:00:13,0,0 days 00:00:00,61.0,0 days 00:00:00,0.0122,0.028,0.0,June,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,False
7972,2.0,0 days 00:01:06.500000,2,0 days 00:03:32,17.0,0 days 00:03:32,0.01,0.055,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
7973,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.05,0.1,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
7974,0.0,0 days 00:00:00,0,0 days 00:00:00,40.0,0 days 00:00:00,0.0,0.021,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
7975,7.0,0 days 00:02:01.800000,1,0 days 00:03:39.600000,34.0,0 days 00:03:39.600000,0.0188,0.032,0.0,Nov,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
7976,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
7977,0.0,0 days 00:00:00,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.014,0.0,Dec,MACOS,Safari,Northern Africa,Google search,New_Visitor,False,False
7978,0.0,0 days 00:00:00,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0065,0.033,26.0,Mar,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,True
7979,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Feb,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
7980,11.0,0 days 00:05:43.333333300,1,0 days 00:00:15,52.0,0 days 00:00:15,0.0032,0.014,10.3,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
7981,5.0,0 days 00:01:49.083333300,4,0 days 00:11:49,69.0,0 days 00:11:49,0.0034,0.013,36.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,True
7982,2.0,0 days 00:00:48,0,0 days 00:00:00,59.0,0 days 00:00:00,0.0028,0.025,11.6,Mar,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
7983,9.0,0 days 00:00:06,1,0 days 00:04:08.600000,193.0,0 days 00:04:08.600000,0.0058,0.016,3.4,Oct,MACOS,Google Chrome,Asia,Google search,Returning_Visitor,False,True
7984,0.0,0 days 00:00:00,1,0 days 00:00:24,133.0,0 days 00:00:24,0.0069,0.025,0.0,Dec,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
7985,7.0,0 days 00:04:58.633333300,1,0 days 00:00:23.500000,52.0,0 days 00:00:23.500000,0.0029,0.017,19.1,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
7986,2.0,0 days 00:00:06,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.02,0.0,Oct,Android,Google Chrome,Western Europe,Google search,New_Visitor,True,False
7987,1.0,0 days 00:00:30,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0314,0.067,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
7988,4.0,0 days 00:01:32.600000,0,0 days 00:00:00,111.0,0 days 00:00:00,0.0046,0.022,0.0,Mar,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
7989,4.0,0 days 00:00:42,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0148,0.017,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
